,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.32539,0.11052,0.02707,0.19004,0.11052,0.12544,non-corporate,0.71459,2022
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.37861,0.07211,-0.01422,0.15752,0.07211,0.08833,non-corporate,0.79145,2022
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.25276,0.15061,0.07303,0.23443,0.15061,0.16676,non-corporate,0.44654,2022
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.19786,0.19522,0.12012,0.26798,0.19522,0.20909,non-corporate,0.19164,2022
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.42076,0.06051,-0.03050,0.13176,0.06051,0.07370,non-corporate,0.75021,2022
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.31974,0.11117,0.02859,0.19350,0.11117,0.12681,non-corporate,0.63931,2022
70,Construction,416883328410.43872,2300,Construction,-0.24175,0.16297,0.08541,0.24116,0.16297,0.17789,non-corporate,0.38455,2022
71,Educational services,223504007264.40912,6100,Educational services,-0.21165,0.18442,0.10801,0.25955,0.18442,0.19820,non-corporate,0.45040,2022
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.27793,0.13542,0.05573,0.21905,0.13542,0.15121,non-corporate,0.62430,2022
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.17494,0.20655,0.13320,0.28199,0.20655,0.22085,non-corporate,0.24063,2022
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.22620,0.17181,0.09507,0.25066,0.17181,0.18657,non-corporate,0.51740,2022
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.14641,0.22359,0.15207,0.29942,0.22359,0.23781,non-corporate,0.24476,2022
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.26724,0.14406,0.06472,0.22558,0.14406,0.15929,non-corporate,0.61083,2022
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.23318,0.16954,0.09190,0.24639,0.16954,0.18372,non-corporate,0.49570,2022
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.23001,0.16958,0.09239,0.24833,0.16958,0.18416,non-corporate,0.52211,2022
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.22867,0.16995,0.09304,0.24915,0.16995,0.18475,non-corporate,0.49461,2022
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.38001,0.08957,0.00101,0.15667,0.08957,0.10202,non-corporate,0.65247,2022
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.58680,-0.02892,-0.13249,0.03029,-0.02892,-0.01798,non-corporate,0.88641,2022
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.44132,0.03577,-0.05512,0.11920,0.03577,0.05157,non-corporate,0.88267,2022
83,Information and data processing services,9622690880.85332,5140,Information,-0.36704,0.09294,0.00566,0.16459,0.09294,0.10621,non-corporate,0.78285,2022
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.19799,0.19117,0.11617,0.26790,0.19117,0.20553,non-corporate,0.42223,2022
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.21431,0.17243,0.09756,0.25793,0.17243,0.18880,non-corporate,0.46566,2022
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20256,0.17946,0.10532,0.26511,0.17946,0.19578,non-corporate,0.49061,2022
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.15224,0.21044,0.13985,0.29586,0.21044,0.22682,non-corporate,0.33229,2022
88,Wood products,13100141973.28175,3210,Manufacturing,-0.19761,0.18450,0.11052,0.26813,0.18450,0.20046,non-corporate,0.42500,2022
89,Paper products,18990987477.15243,3220,Manufacturing,-0.27055,0.13848,0.05958,0.22355,0.13848,0.15467,non-corporate,0.60677,2022
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.27718,0.13512,0.05561,0.21950,0.13512,0.15110,non-corporate,0.64181,2022
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.21920,0.17345,0.09781,0.25494,0.17345,0.18903,non-corporate,0.40016,2022
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.30788,0.12436,0.04156,0.20074,0.12436,0.13847,non-corporate,0.63960,2022
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.24231,0.15544,0.07857,0.24081,0.15544,0.17174,non-corporate,0.53952,2022
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.22526,0.16929,0.09322,0.25123,0.16929,0.18491,non-corporate,0.44653,2022
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.22897,0.16180,0.08609,0.24896,0.16180,0.17850,non-corporate,0.51924,2022
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.24573,0.15218,0.07523,0.23872,0.15218,0.16873,non-corporate,0.55286,2022
97,Machinery,44994036766.64782,3330,Manufacturing,-0.23001,0.16455,0.08833,0.24833,0.16455,0.18051,non-corporate,0.49931,2022
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.27545,0.14819,0.06737,0.22056,0.14819,0.16167,non-corporate,0.63916,2022
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.19936,0.18422,0.11001,0.26706,0.18422,0.20000,non-corporate,0.42481,2022
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.25026,0.15459,0.07671,0.23596,0.15459,0.17007,non-corporate,0.56498,2022
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.18267,0.19378,0.12088,0.27726,0.19378,0.20977,non-corporate,0.38906,2022
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.20455,0.17923,0.10487,0.26389,0.17923,0.19538,non-corporate,0.46188,2022
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.22800,0.16835,0.09191,0.24956,0.16835,0.18373,non-corporate,0.49623,2022
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.44969,0.02559,-0.06526,0.11408,0.02559,0.04245,non-corporate,0.93786,2022
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.31742,0.11168,0.02940,0.19491,0.11168,0.12754,non-corporate,0.63852,2022
106,Support activities for mining,25044165259.49403,2130,Mining,-0.42520,0.04171,-0.04758,0.12905,0.04171,0.05834,non-corporate,0.88436,2022
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.24799,0.16069,0.08199,0.23735,0.16069,0.17481,non-corporate,0.51677,2022
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.25170,0.15353,0.07533,0.23508,0.15353,0.16883,non-corporate,0.57871,2022
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.35961,0.09660,0.00990,0.16913,0.09660,0.11001,non-corporate,0.73800,2022
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.37984,0.08840,-0.00012,0.15677,0.08840,0.10100,non-corporate,0.70311,2022
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.16280,0.21911,0.14602,0.28940,0.21911,0.23237,non-corporate,0.09755,2022
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.43443,0.03600,-0.05391,0.12341,0.03600,0.05265,non-corporate,0.89428,2022
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.13588,0.22186,0.15229,0.30585,0.22186,0.23800,non-corporate,0.23552,2022
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.38360,0.06804,-0.01860,0.15447,0.06804,0.08439,non-corporate,0.83053,2022
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.47173,0.01235,-0.08002,0.10061,0.01235,0.02918,non-corporate,0.95923,2022
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.40618,0.05365,-0.03442,0.14067,0.05365,0.07017,non-corporate,0.86042,2022
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.37867,0.07126,-0.01497,0.15748,0.07126,0.08766,non-corporate,0.80310,2022
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.28473,0.13149,0.05123,0.21489,0.13149,0.14716,non-corporate,0.65236,2022
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.45153,0.02458,-0.06644,0.11296,0.02458,0.04139,non-corporate,0.94305,2022
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.37524,0.07417,-0.01196,0.15958,0.07417,0.09036,non-corporate,0.79455,2022
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.20188,0.18633,0.11126,0.26552,0.18633,0.20112,non-corporate,0.44752,2022
122,Utilities,110848021471.32501,2200,Utilities,-0.46554,0.01589,-0.07603,0.10440,0.01589,0.03277,non-corporate,0.95394,2022
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.13322,0.22054,0.15164,0.30748,0.22054,0.23742,non-corporate,0.22029,2022
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.07289,0.18631,0.13083,0.22961,0.28242,0.27095,corporate,0.30498,2022
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.21000,0.08847,0.02501,0.13116,0.19613,0.18219,corporate,0.73323,2022
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.14955,0.12709,0.06811,0.17456,0.23019,0.21834,corporate,0.49541,2022
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.22076,0.08422,0.01963,0.12343,0.19238,0.17768,corporate,0.67316,2022
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.14725,0.13172,0.07204,0.17621,0.23427,0.22163,corporate,0.59841,2022
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.12453,0.15073,0.09176,0.19253,0.25103,0.23818,corporate,0.51063,2022
132,Information,1889701924722.87842,,Information,-0.30572,0.02601,-0.04387,0.06242,0.14104,0.12441,corporate,0.87631,2022
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.09041,0.17592,0.11897,0.21703,0.27325,0.26100,corporate,0.40292,2022
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.14492,0.13518,0.07540,0.17789,0.23732,0.22446,corporate,0.56171,2022
135,Mining,1516828156663.24072,,Mining,-0.28238,0.03215,-0.03466,0.07918,0.14646,0.13213,corporate,0.90684,2022
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.12679,0.15071,0.09132,0.19091,0.25101,0.23781,corporate,0.48655,2022
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.21943,0.09023,0.02476,0.12439,0.19768,0.18198,corporate,0.71825,2022
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.07517,0.18988,0.13352,0.22797,0.28556,0.27321,corporate,0.16826,2022
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.26404,0.04607,-0.01987,0.09235,0.15873,0.14455,corporate,0.86430,2022
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.17336,0.20422,0.13123,0.28295,0.20422,0.21907,non-corporate,0.34291,2022
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.34308,0.09778,0.01337,0.17923,0.09778,0.11313,non-corporate,0.74081,2022
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.24092,0.16031,0.08325,0.24166,0.16031,0.17595,non-corporate,0.39345,2022
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.36361,0.08894,0.00272,0.16669,0.08894,0.10355,non-corporate,0.68949,2022
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.19903,0.18967,0.11483,0.26726,0.18967,0.20433,non-corporate,0.35493,2022
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.24049,0.16379,0.08583,0.24192,0.16379,0.17826,non-corporate,0.52401,2022
151,Information,167179370661.11032,,Information,-0.45879,0.03100,-0.06179,0.10852,0.03100,0.04557,non-corporate,0.86315,2022
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.19799,0.19117,0.11617,0.26790,0.19117,0.20553,non-corporate,0.42223,2022
153,Manufacturing,649562708068.65234,,Manufacturing,-0.24836,0.15585,0.07799,0.23711,0.15585,0.17122,non-corporate,0.53886,2022
154,Mining,317661770013.00690,,Mining,-0.42854,0.03934,-0.05015,0.12701,0.03934,0.05604,non-corporate,0.89354,2022
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.24799,0.16069,0.08199,0.23735,0.16069,0.17481,non-corporate,0.51677,2022
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.35255,0.10051,0.01435,0.17344,0.10051,0.11401,non-corporate,0.72136,2022
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.16679,0.21642,0.14309,0.28696,0.21642,0.22973,non-corporate,0.11195,2022
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.40053,0.05755,-0.03019,0.14413,0.05755,0.07398,non-corporate,0.84848,2022
162,Overall,20307631130712.19531,,Overall,-0.16428,0.12075,0.06001,0.16398,0.22459,0.21154,corporate,0.57766,2022
163,Overall,17036588869287.80469,,Overall,-0.19710,0.19415,0.11911,0.26844,0.19415,0.20818,non-corporate,0.26199,2022
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.06657,0.20452,0.14725,0.23445,0.29836,0.28469,corporate,0.20899,2023
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.11647,0.16699,0.10703,0.19863,0.26525,0.25096,corporate,0.43355,2023
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.19407,0.11486,0.04986,0.14293,0.21927,0.20300,corporate,0.70064,2023
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.22340,0.09216,0.02577,0.12188,0.19925,0.18279,corporate,0.70889,2023
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.15267,0.13871,0.07727,0.17264,0.24031,0.22599,corporate,0.47098,2023
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.14218,0.15154,0.08984,0.18017,0.25162,0.23653,corporate,0.39846,2023
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.26046,0.07940,0.00878,0.09528,0.18800,0.16854,corporate,0.70099,2023
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.19535,0.11247,0.04773,0.14201,0.21717,0.20122,corporate,0.60900,2023
8,Construction,167674309864.62842,2300,Construction,-0.14661,0.14394,0.08266,0.17700,0.24492,0.23052,corporate,0.47299,2023
9,Educational services,321852356259.17963,6100,Educational services,-0.11411,0.17393,0.11297,0.20032,0.27138,0.25594,corporate,0.42839,2023
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.17122,0.12670,0.06366,0.15933,0.22971,0.21457,corporate,0.65889,2023
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09684,0.18341,0.12426,0.21272,0.27974,0.26541,corporate,0.33462,2023
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.12458,0.16234,0.10161,0.19281,0.26115,0.24641,corporate,0.53102,2023
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06335,0.20658,0.14935,0.23676,0.30017,0.28646,corporate,0.25583,2023
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.15016,0.14322,0.08109,0.17445,0.24429,0.22920,corporate,0.58304,2023
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.12762,0.16299,0.10150,0.19063,0.26173,0.24632,corporate,0.46936,2023
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.12655,0.16206,0.10088,0.19139,0.26090,0.24580,corporate,0.49847,2023
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.12785,0.16009,0.09911,0.19046,0.25917,0.24431,corporate,0.49389,2023
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.25899,0.08496,0.01384,0.09633,0.19290,0.17279,corporate,0.69712,2023
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.37620,0.01270,-0.06667,0.01221,0.12916,0.10525,corporate,0.84770,2023
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.28480,0.05208,-0.01847,0.07781,0.16390,0.14568,corporate,0.85333,2023
21,Information and data processing services,118194411065.82817,5140,Information,-0.23552,0.09429,0.02546,0.11318,0.20113,0.18253,corporate,0.79807,2023
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.10259,0.18028,0.12055,0.20859,0.27698,0.26230,corporate,0.39817,2023
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.12738,0.15553,0.09558,0.19080,0.25514,0.24136,corporate,0.49558,2023
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.11199,0.16566,0.10666,0.20185,0.26408,0.25064,corporate,0.49806,2023
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.06946,0.19424,0.13811,0.23238,0.28929,0.27703,corporate,0.32549,2023
26,Wood products,45996624948.83839,3210,Manufacturing,-0.10419,0.17255,0.11389,0.20745,0.27016,0.25671,corporate,0.41675,2023
27,Paper products,129541595783.22841,3220,Manufacturing,-0.16569,0.13032,0.06775,0.16330,0.23291,0.21801,corporate,0.61041,2023
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.16860,0.12890,0.06601,0.16122,0.23165,0.21655,corporate,0.63939,2023
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.11780,0.16636,0.10646,0.19768,0.26470,0.25048,corporate,0.36455,2023
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.20769,0.11093,0.04401,0.13316,0.21581,0.19809,corporate,0.65178,2023
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.15280,0.13891,0.07721,0.17256,0.24049,0.22594,corporate,0.57373,2023
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.12733,0.15897,0.09854,0.19084,0.25818,0.24383,corporate,0.43787,2023
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.13550,0.14868,0.08842,0.18497,0.24910,0.23535,corporate,0.53580,2023
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.14825,0.14054,0.07938,0.17582,0.24192,0.22776,corporate,0.56893,2023
35,Machinery,272319888399.54382,3330,Manufacturing,-0.14894,0.14349,0.08171,0.17532,0.24452,0.22972,corporate,0.54897,2023
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.17287,0.13819,0.07316,0.15815,0.23985,0.22255,corporate,0.63452,2023
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.11962,0.16427,0.10423,0.19637,0.26286,0.24861,corporate,0.45190,2023
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.15494,0.14153,0.07911,0.17102,0.24280,0.22753,corporate,0.58553,2023
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.10908,0.17076,0.11157,0.20394,0.26858,0.25477,corporate,0.43052,2023
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.11585,0.16449,0.10507,0.19908,0.26305,0.24931,corporate,0.46940,2023
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.14551,0.14878,0.08671,0.17778,0.24919,0.23391,corporate,0.52550,2023
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.29678,0.03798,-0.03235,0.06921,0.15146,0.13404,corporate,0.91691,2023
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.20368,0.10401,0.03919,0.13603,0.20971,0.19405,corporate,0.66730,2023
44,Support activities for mining,120225750260.04312,2130,Mining,-0.26662,0.05849,-0.00993,0.09086,0.16955,0.15285,corporate,0.86123,2023
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.13931,0.15550,0.09319,0.18224,0.25512,0.23935,corporate,0.47909,2023
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.13831,0.15071,0.08947,0.18295,0.25089,0.23623,corporate,0.56476,2023
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.22402,0.10130,0.03332,0.12143,0.20731,0.18912,corporate,0.71868,2023
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.22729,0.10139,0.03292,0.11909,0.20739,0.18879,corporate,0.68625,2023
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07620,0.20309,0.14450,0.22754,0.29709,0.28238,corporate,0.09528,2023
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.27298,0.05359,-0.01510,0.08630,0.16523,0.14851,corporate,0.88326,2023
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.07440,0.19447,0.13743,0.22883,0.28949,0.27645,corporate,0.29141,2023
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.24491,0.07501,0.00760,0.10644,0.18412,0.16755,corporate,0.80723,2023
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.30951,0.03163,-0.03992,0.06007,0.14586,0.12769,corporate,0.90905,2023
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.25309,0.06903,0.00119,0.10057,0.17885,0.16217,corporate,0.82535,2023
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.22640,0.08674,0.02075,0.11972,0.19447,0.17859,corporate,0.76999,2023
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.16372,0.13254,0.06982,0.16472,0.23486,0.21975,corporate,0.62181,2023
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.29984,0.03653,-0.03412,0.06701,0.15018,0.13256,corporate,0.91601,2023
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.23190,0.08542,0.01861,0.11578,0.19331,0.17679,corporate,0.75274,2023
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.10383,0.17702,0.11749,0.20771,0.27410,0.25973,corporate,0.41695,2023
60,Utilities,2043224620805.23413,2200,Utilities,-0.29976,0.03766,-0.03320,0.06707,0.15118,0.13333,corporate,0.90535,2023
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.07891,0.18727,0.13072,0.22559,0.28314,0.27083,corporate,0.31675,2023
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.15590,0.22114,0.14863,0.29406,0.22114,0.23479,non-corporate,0.27230,2023
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22260,0.17645,0.09970,0.25333,0.17645,0.19081,non-corporate,0.49913,2023
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.30408,0.12848,0.04590,0.20356,0.12848,0.14245,non-corporate,0.69914,2023
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.35307,0.09541,0.00980,0.17364,0.09541,0.11001,non-corporate,0.74277,2023
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.24186,0.16351,0.08588,0.24156,0.16351,0.17839,non-corporate,0.41930,2023
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.19881,0.20008,0.12427,0.26785,0.20008,0.21290,non-corporate,0.18500,2023
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.39572,0.08348,-0.00668,0.14760,0.08348,0.09519,non-corporate,0.72318,2023
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.31202,0.12243,0.03953,0.19872,0.12243,0.13673,non-corporate,0.61958,2023
70,Construction,416883328410.43872,2300,Construction,-0.23538,0.17230,0.09453,0.24552,0.17230,0.18616,non-corporate,0.37279,2023
71,Educational services,223504007264.40912,6100,Educational services,-0.21285,0.18902,0.11189,0.25928,0.18902,0.20177,non-corporate,0.44579,2023
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.26212,0.15017,0.07095,0.22919,0.15017,0.16497,non-corporate,0.61072,2023
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.17640,0.21078,0.13673,0.28154,0.21078,0.22409,non-corporate,0.23715,2023
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.21847,0.18145,0.10466,0.25585,0.18145,0.19527,non-corporate,0.51019,2023
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.15246,0.22501,0.15247,0.29616,0.22501,0.23824,non-corporate,0.24427,2023
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.25531,0.15659,0.07743,0.23335,0.15659,0.17079,non-corporate,0.59747,2023
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.22968,0.17698,0.09894,0.24900,0.17698,0.19012,non-corporate,0.48775,2023
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.22722,0.17669,0.09903,0.25050,0.17669,0.19021,non-corporate,0.51334,2023
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.22608,0.17701,0.09961,0.25120,0.17701,0.19073,non-corporate,0.48550,2023
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.35488,0.11113,0.02363,0.17254,0.11113,0.12243,non-corporate,0.63234,2023
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.52167,0.01940,-0.08055,0.07068,0.01940,0.02880,non-corporate,0.83835,2023
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.41017,0.06283,-0.02699,0.13877,0.06283,0.07694,non-corporate,0.83792,2023
83,Information and data processing services,9622690880.85332,5140,Information,-0.34439,0.11147,0.02520,0.17894,0.11147,0.12385,non-corporate,0.76864,2023
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.19697,0.19691,0.12137,0.26898,0.19691,0.21029,non-corporate,0.41745,2023
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.20905,0.18101,0.10582,0.26160,0.18101,0.19631,non-corporate,0.45431,2023
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.19870,0.18715,0.11261,0.26792,0.18715,0.20241,non-corporate,0.48018,2023
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.15340,0.21477,0.14348,0.29559,0.21477,0.23016,non-corporate,0.32671,2023
88,Wood products,13100141973.28175,3210,Manufacturing,-0.19483,0.19149,0.11704,0.27028,0.19149,0.20640,non-corporate,0.41578,2023
89,Paper products,18990987477.15243,3220,Manufacturing,-0.26024,0.15043,0.07153,0.23034,0.15043,0.16549,non-corporate,0.59070,2023
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.26616,0.14739,0.06795,0.22672,0.14739,0.16227,non-corporate,0.62700,2023
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.21516,0.18135,0.10532,0.25787,0.18135,0.19586,non-corporate,0.38938,2023
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.30878,0.12961,0.04607,0.20069,0.12961,0.14261,non-corporate,0.63385,2023
